news_id,smog_index,flesch_reading_ease,flesch_kincaid_grade_level,coleman_liau_index,gunning_fog_index,ari_index,lix_index,dale_chall_score,dale_chall_known_fraction,syllable_count,lexicon_count,sentence_count
0,87.28310756945565,-1004.2157526366251,412.18920421860025,21.736222435282837,425.5221476510067,530.1092329817834,1087.0076701821667,60.861630297219556,0.42186001917545546,1990.0,1042.0,1.0
1,53.2582451153917,-439.7914143426294,199.0888047808765,18.940517928286848,206.9354581673307,257.398406374502,535.0677290836653,33.51764621513944,0.45418326693227096,877.0,502.0,1.0
2,79.77363405168563,-1315.6267595307916,535.3936070381232,19.22005131964809,550.8785923753666,688.591737536657,1399.7771260997067,75.3410275659824,0.5131964809384164,2351.0,1364.0,1.0
3,75.39025969177355,-709.0481793842034,297.4760107095047,22.622248995983934,307.3676037483267,382.8268674698795,794.1218206157965,46.9225922356091,0.3748326639892905,1474.0,747.0,1.0
4,24.50423929779172,-54.54517543859647,48.95070175438596,22.73850877192982,50.512280701754385,66.59815789473683,159.6140350877193,14.380452631578947,0.4473684210526315,214.0,114.0,1.0
5,46.63607944008524,-246.99704918032782,123.24590163934425,20.851377049180325,129.60655737704917,160.45731147540982,346.9672131147541,24.29137704918033,0.419672131147541,576.0,305.0,1.0
6,85.5194984697246,-878.6879824561403,362.12442982456145,22.025855263157897,373.92280701754385,464.8441447368421,959.2587719298245,55.329026754385964,0.36074561403508776,1823.0,912.0,1.0
7,65.44780449552043,-757.4496928746928,320.903660933661,17.708648648648644,331.44766584766586,412.3950122850123,844.4668304668305,48.34699213759214,0.49508599508599505,1357.0,814.0,1.0
8,35.94632885924404,-177.73141025641021,95.94179487179487,21.073076923076915,99.24102564102564,125.15846153846152,277.1623931623932,22.402981196581194,0.3162393162393162,417.0,234.0,1.0
9,68.01342499456243,-529.6040388007054,227.7248324514991,21.80361552028219,235.9005291005291,292.18243386243387,608.7989417989418,37.675175308641975,0.3950617283950617,1130.0,567.0,1.0
10,48.83107019823106,-314.1041803278688,147.75163934426232,21.212158469945354,153.3945355191257,191.23270491803277,405.344262295082,26.436878688524594,0.47540983606557374,655.0,366.0,1.0
11,51.603359561132024,-247.6478571428571,117.08357142857142,23.471714285714288,122.28571428571429,150.05971428571428,332.14285714285717,25.11017857142857,0.28928571428571426,585.0,280.0,1.0
12,78.48539887408216,-672.3558450704224,283.1649295774649,21.63805633802816,293.80281690140845,363.54152112676053,752.3943661971831,46.647070422535215,0.276056338028169,1386.0,710.0,1.0
13,61.387909462604014,-385.8708235294117,172.3995294117647,22.85096470588235,179.78823529411767,222.03409411764704,468.52941176470586,30.108164705882352,0.42823529411764705,893.0,425.0,1.0
14,45.49596028017653,-228.43613475177298,114.93539007092198,21.104539007092196,120.60141843971631,149.16617021276596,324.1985815602837,23.338015602836883,0.4078014184397163,537.0,282.0,1.0
15,31.115726806387368,-64.39465517241378,50.80862068965517,22.22637931034482,54.675862068965515,67.185,161.68965517241378,15.145927586206898,0.4051724137931034,232.0,116.0,1.0
16,57.625226192601986,-350.68396907216487,158.2959793814433,24.912448453608246,164.58144329896908,205.18796391752576,444.44329896907215,31.04660412371134,0.25257731958762886,782.0,388.0,1.0
17,58.810063084343284,-418.65777056277045,186.17225108225108,23.42722943722944,193.02510822510823,240.99038961038963,510.26839826839824,32.48489696969697,0.3939393939393939,928.0,462.0,1.0
18,84.32247990255115,-780.596975308642,323.0941975308643,22.775185185185183,333.9753086419753,414.44666666666666,857.5308641975308,50.72216049382716,0.3320987654320988,1656.0,809.0,1.0
19,54.86021771458258,-332.4944736842105,153.7878947368421,22.096052631578946,160.63157894736844,198.9371052631579,426.0526315789474,29.028394736842102,0.35526315789473684,765.0,380.0,1.0
20,78.26854576585589,-686.8876912378303,287.41888734353273,23.84819193324061,297.22447844228094,369.80845618915157,771.0166898470097,46.269590542420026,0.3282336578581363,1484.0,719.0,1.0
21,54.86021771458258,-260.7369047619047,122.38904761904763,24.145952380952377,128.75646258503403,157.59479591836734,346.0408163265306,25.860971428571432,0.2857142857142857,641.0,294.0,1.0
22,88.43859425474282,-577.7621143847487,236.86426343154247,28.93038128249567,246.25927209705375,302.8806932409012,640.6048526863085,40.222250259965335,0.2651646447140381,1424.0,577.0,1.0
23,75.16408962309913,-669.0728470254957,281.71203966005675,22.584334277620396,291.40849858356944,362.2984135977337,755.7167138810198,45.6411835694051,0.32719546742209626,1416.0,706.0,1.0
24,40.59008250179778,-125.33382352941175,72.7135294117647,22.65499999999999,78.11764705882354,94.46205882352942,222.94117647058823,19.392117647058825,0.3058823529411765,334.0,170.0,1.0
25,55.487284460502444,-364.0213414634146,165.63634146341465,22.627317073170733,172.19512195121953,214.35731707317072,456.5853658536585,30.002560975609754,0.3878048780487805,792.0,410.0,1.0
26,18.243605946275583,5.689607843137281,24.8921568627451,19.760196078431374,25.890196078431373,32.976470588235294,92.1764705882353,13.056266666666666,0.33333333333333337,97.0,51.0,1.0
27,57.92383733854375,-356.1947058823529,159.80588235294118,22.88278772378516,165.81176470588235,205.06445012787722,438.05882352941177,29.247206138107416,0.3759590792838875,795.0,391.0,1.0
28,41.874830345419994,-225.54595818815324,115.78738675958189,19.045540069686407,121.21114982578398,150.0181881533101,323.2369337979094,23.31307456445993,0.42508710801393723,509.0,287.0,1.0
29,54.86021771458258,-518.4859829059828,230.69367521367522,17.53545299145299,239.60683760683762,297.76805128205126,614.9145299145299,36.41165811965812,0.5316239316239316,964.0,585.0,1.0
30,63.04488840339164,-544.6441525423727,235.54999999999998,22.324338983050847,243.4576271186441,304.09718644067794,633.2203389830509,39.085915254237285,0.3779661016949153,1143.0,589.0,1.0
31,54.22545603445709,-343.736347150259,156.8380829015544,23.71955958549223,162.69015544041451,203.23437823834195,437.55440414507774,28.840496373056993,0.38601036269430056,791.0,386.0,1.0
32,51.603359561132024,-374.2235034802784,172.29443155452435,21.082969837587004,179.08213457076567,223.61951276102087,471.6032482598608,31.34251879350348,0.3689095127610209,779.0,431.0,1.0
33,41.45136702584282,-200.36333333333332,104.31333333333333,20.57725490196078,109.05882352941177,135.2535294117647,297.7450980392157,21.812392156862746,0.41960784313725485,475.0,255.0,1.0
34,22.918633597333717,-9.978999999999985,26.801999999999996,25.183400000000002,29.6,36.8226,112.0,13.8488,0.28,114.0,50.0,1.0
35,35.94632885924404,-104.92264705882349,61.397058823529406,25.296029411764703,64.10588235294118,79.60926470588234,197.02941176470588,19.516923529411766,0.19117647058823528,278.0,136.0,1.0
36,72.392467590668,-645.1471071953009,272.16182085168873,22.635550660792948,281.0343612334802,349.8406167400881,725.4933920704846,43.121755653450805,0.408223201174743,1362.0,680.0,1.0
37,29.92425515909546,-120.23994845360818,78.01329896907217,18.140567010309272,82.13608247422681,102.83458762886599,224.41237113402062,18.005750515463916,0.4690721649484536,335.0,194.0,1.0
38,85.71731483722722,-649.395582450832,267.7458396369138,26.222223903177007,277.0475037821483,342.70980332829043,716.0680786686838,44.94461664145235,0.22995461422087748,1465.0,660.0,1.0
39,82.49310764830363,-729.7955263157894,303.587105263158,23.97227631578947,314.15789473684214,390.40588157894734,811.3157894736842,48.08415789473684,0.3421052631578947,1574.0,759.0,1.0
40,71.68205529734658,-490.5577272727272,212.5890909090909,20.1636553030303,222.10909090909092,271.3741477272727,573.2651515151515,37.104235606060605,0.3087121212121212,1018.0,528.0,1.0
41,25.254471183327073,-46.36561224489792,43.821836734693875,23.681428571428565,45.32244897959184,59.38653061224489,146.9795918367347,14.36702448979592,0.3979591836734694,202.0,98.0,1.0
42,39.25967984588678,-190.04524390243898,100.64024390243902,22.027845528455277,104.90406504065041,131.91695121951219,290.3089430894309,21.765461788617884,0.3943089430894309,461.0,246.0,1.0
43,29.92425515909546,-88.65233333333327,62.65533333333333,21.14626666666666,65.86666666666666,83.27439999999999,190.66666666666666,17.019266666666667,0.3933333333333333,278.0,150.0,1.0
44,62.77192211632846,-460.06562874251495,201.63353293413175,22.489780439121756,209.10259481037926,259.73670658682636,548.3053892215569,35.97508902195609,0.2954091816367266,996.0,501.0,1.0
45,43.92626865175817,-169.45066037735845,89.29849056603774,23.01028301886792,94.42264150943396,115.71820754716981,259.1698113207547,20.71911509433962,0.35377358490566035,437.0,212.0,1.0
46,34.936325122603826,-172.65499999999994,96.7425,18.875083333333333,101.16666666666667,126.39824999999999,276.25,20.917458333333332,0.4291666666666667,422.0,240.0,1.0
